id,dateTime,height,type
736,10/8/2021 11:19,0.37,low
737,10/8/2021 17:00,0.87,high
738,10/8/2021 23:38,0.25,low
739,10/9/2021 5:50,0.94,high
740,10/9/2021 12:08,0.4,low
741,10/9/2021 17:37,0.9,high
742,10/10/2021 0:24,0.21,low
743,10/10/2021 6:40,0.97,high
744,10/10/2021 12:52,0.42,low
745,10/10/2021 18:15,0.92,high
746,10/11/2021 1:10,0.19,low
747,10/11/2021 7:29,0.98,high
748,10/11/2021 13:36,0.45,low
749,10/11/2021 18:55,0.94,high
750,10/12/2021 1:55,0.19,low
751,10/12/2021 8:20,0.97,high
752,10/12/2021 14:17,0.46,low
753,10/12/2021 19:36,0.95,high
754,10/13/2021 2:40,0.19,low
755,10/13/2021 9:10,0.94,high
756,10/13/2021 14:58,0.48,low
757,10/13/2021 20:21,0.94,high
758,10/14/2021 3:25,0.21,low
759,10/14/2021 10:02,0.91,high
760,10/14/2021 15:41,0.49,low
761,10/14/2021 21:08,0.91,high
762,10/15/2021 4:10,0.23,low
763,10/15/2021 10:54,0.87,high
764,10/15/2021 16:28,0.49,low
765,10/15/2021 22:03,0.87,high
766,10/16/2021 4:58,0.26,low
767,10/16/2021 11:47,0.84,high
768,10/16/2021 17:23,0.49,low
769,10/16/2021 23:07,0.82,high
770,10/17/2021 5:53,0.3,low
771,10/17/2021 12:44,0.82,high
772,10/17/2021 18:38,0.48,low
773,10/18/2021 0:25,0.78,high
774,10/18/2021 7:04,0.33,low
775,10/18/2021 13:45,0.82,high
776,10/18/2021 20:14,0.43,low
777,10/19/2021 1:58,0.77,high
778,10/19/2021 8:29,0.36,low
779,10/19/2021 14:46,0.82,high
780,10/19/2021 21:30,0.37,low
781,10/20/2021 3:21,0.8,high
782,10/20/2021 9:48,0.37,low
783,10/20/2021 15:39,0.83,high
784,10/20/2021 22:25,0.31,low
785,10/21/2021 4:24,0.85,high
786,10/21/2021 10:48,0.38,low
787,10/21/2021 16:24,0.83,high
788,10/21/2021 23:07,0.27,low
789,10/22/2021 5:17,0.89,high
790,10/22/2021 11:35,0.4,low
791,10/22/2021 17:02,0.84,high
792,10/22/2021 23:43,0.25,low
793,10/23/2021 6:02,0.93,high
794,10/23/2021 12:14,0.42,low
795,10/23/2021 17:34,0.85,high
796,10/24/2021 0:15,0.23,low
797,10/24/2021 6:42,0.95,high
798,10/24/2021 12:49,0.43,low
799,10/24/2021 18:03,0.87,high
800,10/25/2021 0:47,0.23,low
801,10/25/2021 7:20,0.95,high
802,10/25/2021 13:21,0.45,low
803,10/25/2021 18:33,0.88,high
804,10/26/2021 1:20,0.23,low
805,10/26/2021 7:55,0.95,high
806,10/26/2021 13:51,0.46,low
807,10/26/2021 19:04,0.89,high
808,10/27/2021 1:54,0.23,low
809,10/27/2021 8:30,0.94,high
810,10/27/2021 14:21,0.47,low
811,10/27/2021 19:36,0.89,high
812,10/28/2021 2:29,0.24,low
813,10/28/2021 9:05,0.91,high
814,10/28/2021 14:51,0.48,low
815,10/28/2021 20:09,0.87,high
816,10/29/2021 3:04,0.24,low
817,10/29/2021 9:40,0.89,high
818,10/29/2021 15:23,0.49,low
819,10/29/2021 20:45,0.85,high
820,10/30/2021 3:38,0.25,low
821,10/30/2021 10:19,0.86,high
822,10/30/2021 16:01,0.49,low
823,10/30/2021 21:25,0.82,high
824,10/31/2021 4:17,0.27,low
825,10/31/2021 11:01,0.84,high
826,10/31/2021 16:46,0.49,low
827,10/31/2021 22:18,0.79,high
828,11/1/2021 5:01,0.3,low
829,11/1/2021 11:49,0.82,high
830,11/1/2021 17:43,0.47,low
831,11/1/2021 23:27,0.76,high
832,11/2/2021 5:58,0.34,low
833,11/2/2021 12:40,0.81,high
834,11/2/2021 18:53,0.43,low
835,11/3/2021 0:53,0.76,high
836,11/3/2021 7:11,0.39,low
837,11/3/2021 13:35,0.82,high
838,11/3/2021 20:07,0.37,low
839,11/4/2021 2:24,0.8,high
840,11/4/2021 8:31,0.43,low
841,11/4/2021 14:28,0.83,high
842,11/4/2021 21:13,0.29,low
843,11/5/2021 3:43,0.87,high
844,11/5/2021 9:47,0.46,low
845,11/5/2021 15:19,0.85,high
846,11/5/2021 22:11,0.23,low
847,11/6/2021 4:47,0.93,high
848,11/6/2021 10:56,0.48,low
849,11/6/2021 16:06,0.87,high
850,11/6/2021 23:06,0.18,low
851,11/7/2021 5:43,0.98,high
852,11/7/2021 11:51,0.49,low
853,11/7/2021 16:51,0.9,high
854,11/7/2021 23:57,0.16,low
855,11/8/2021 6:35,1,high
856,11/8/2021 12:38,0.49,low
857,11/8/2021 17:37,0.93,high
858,11/9/2021 0:46,0.15,low
859,11/9/2021 7:24,1,high
860,11/9/2021 13:22,0.49,low
861,11/9/2021 18:25,0.94,high
862,11/10/2021 1:33,0.16,low
863,11/10/2021 8:13,0.99,high
864,11/10/2021 14:06,0.48,low
865,11/10/2021 19:15,0.94,high
866,11/11/2021 2:18,0.18,low
867,11/11/2021 8:59,0.96,high
868,11/11/2021 14:50,0.47,low
869,11/11/2021 20:08,0.92,high
870,11/12/2021 3:02,0.22,low
871,11/12/2021 9:44,0.93,high
872,11/12/2021 15:36,0.46,low
873,11/12/2021 21:04,0.88,high
874,11/13/2021 3:46,0.26,low
875,11/13/2021 10:28,0.9,high
876,11/13/2021 16:25,0.45,low
877,11/13/2021 22:04,0.83,high
878,11/14/2021 4:31,0.3,low
879,11/14/2021 11:12,0.87,high
880,11/14/2021 17:23,0.43,low
881,11/14/2021 23:10,0.79,high
882,11/15/2021 5:21,0.35,low
883,11/15/2021 12:00,0.85,high
884,11/15/2021 18:37,0.4,low
885,11/16/2021 0:30,0.76,high
886,11/16/2021 6:26,0.41,low
887,11/16/2021 12:51,0.84,high
888,11/16/2021 19:52,0.36,low
889,11/17/2021 1:59,0.77,high
890,11/17/2021 7:53,0.45,low
891,11/17/2021 13:47,0.82,high
892,11/17/2021 20:53,0.31,low
893,11/18/2021 3:13,0.82,high
894,11/18/2021 9:17,0.47,low
895,11/18/2021 14:41,0.82,high
896,11/18/2021 21:44,0.27,low
897,11/19/2021 4:14,0.87,high
898,11/19/2021 10:21,0.48,low
899,11/19/2021 15:28,0.81,high
900,11/19/2021 22:27,0.24,low
901,11/20/2021 5:05,0.92,high
902,11/20/2021 11:11,0.49,low
903,11/20/2021 16:08,0.82,high
904,11/20/2021 23:04,0.22,low
905,11/21/2021 5:50,0.95,high
906,11/21/2021 11:51,0.49,low
907,11/21/2021 16:43,0.83,high
908,11/21/2021 23:38,0.21,low
909,11/22/2021 6:29,0.97,high
910,11/22/2021 12:28,0.49,low
911,11/22/2021 17:18,0.85,high
912,11/23/2021 0:14,0.2,low
913,11/23/2021 7:06,0.98,high
914,11/23/2021 13:01,0.48,low
915,11/23/2021 17:53,0.86,high
916,11/24/2021 0:50,0.21,low
917,11/24/2021 7:41,0.97,high
918,11/24/2021 13:33,0.48,low
919,11/24/2021 18:30,0.87,high
920,11/25/2021 1:25,0.22,low
921,11/25/2021 8:14,0.95,high
922,11/25/2021 14:05,0.48,low
923,11/25/2021 19:07,0.86,high
924,11/26/2021 2:00,0.23,low
925,11/26/2021 8:45,0.93,high
926,11/26/2021 14:36,0.48,low
927,11/26/2021 19:46,0.85,high
928,11/27/2021 2:33,0.24,low
929,11/27/2021 9:16,0.91,high
930,11/27/2021 15:08,0.47,low
931,11/27/2021 20:26,0.83,high
932,11/28/2021 3:06,0.26,low
933,11/28/2021 9:48,0.9,high
934,11/28/2021 15:46,0.46,low
935,11/28/2021 21:14,0.8,high
936,11/29/2021 3:40,0.29,low
937,11/29/2021 10:23,0.88,high
938,11/29/2021 16:31,0.43,low
939,11/29/2021 22:12,0.78,high
940,11/30/2021 4:23,0.33,low
941,11/30/2021 11:03,0.87,high
942,11/30/2021 17:23,0.4,low
943,11/30/2021 23:21,0.77,high
944,12/1/2021 5:17,0.39,low
945,12/1/2021 11:46,0.86,high
946,12/1/2021 18:26,0.35,low
947,12/2/2021 0:41,0.78,high
948,12/2/2021 6:25,0.46,low
949,12/2/2021 12:36,0.86,high
950,12/2/2021 19:34,0.29,low
951,12/3/2021 2:11,0.83,high
952,12/3/2021 7:45,0.52,low
953,12/3/2021 13:30,0.86,high
954,12/3/2021 20:38,0.23,low
955,12/4/2021 3:33,0.89,high
956,12/4/2021 9:06,0.56,low
957,12/4/2021 14:25,0.87,high
958,12/4/2021 21:40,0.18,low
959,12/5/2021 4:40,0.94,high
960,12/5/2021 10:28,0.56,low
961,12/5/2021 15:21,0.89,high
962,12/5/2021 22:39,0.14,low
963,12/6/2021 5:39,0.98,high
964,12/6/2021 11:32,0.55,low
965,12/6/2021 16:14,0.91,high
966,12/6/2021 23:35,0.13,low
967,12/7/2021 6:31,0.99,high
968,12/7/2021 12:22,0.53,low
969,12/7/2021 17:09,0.92,high
970,12/8/2021 0:26,0.14,low
971,12/8/2021 7:18,0.99,high
972,12/8/2021 13:09,0.5,low
973,12/8/2021 18:07,0.92,high
974,12/9/2021 1:14,0.16,low
975,12/9/2021 8:00,0.98,high
976,12/9/2021 13:55,0.47,low
977,12/9/2021 19:06,0.91,high
978,12/10/2021 1:59,0.19,low
979,12/10/2021 8:41,0.96,high
980,12/10/2021 14:42,0.44,low
981,12/10/2021 20:06,0.89,high
982,12/11/2021 2:42,0.23,low
983,12/11/2021 9:20,0.94,high
984,12/11/2021 15:30,0.41,low
985,12/11/2021 21:03,0.85,high
986,12/12/2021 3:23,0.28,low
987,12/12/2021 9:58,0.92,high
988,12/12/2021 16:21,0.39,low
989,12/12/2021 22:01,0.81,high
990,12/13/2021 4:06,0.33,low
991,12/13/2021 10:37,0.91,high
992,12/13/2021 17:15,0.36,low
993,12/13/2021 23:04,0.78,high
994,12/14/2021 4:51,0.39,low
995,12/14/2021 11:18,0.89,high
996,12/14/2021 18:14,0.34,low
997,12/15/2021 0:18,0.76,high
998,12/15/2021 5:44,0.46,low
999,12/15/2021 12:00,0.86,high
1000,12/15/2021 19:12,0.31,low
1001,12/16/2021 1:40,0.78,high
1002,12/16/2021 6:58,0.51,low
1003,12/16/2021 12:46,0.84,high
1004,12/16/2021 20:06,0.27,low
1005,12/17/2021 2:51,0.82,high
1006,12/17/2021 8:26,0.55,low
1007,12/17/2021 13:35,0.82,high
1008,12/17/2021 20:56,0.24,low
1009,12/18/2021 3:53,0.87,high
1010,12/18/2021 9:43,0.56,low
1011,12/18/2021 14:23,0.8,high
1012,12/18/2021 21:43,0.22,low
1013,12/19/2021 4:46,0.91,high
1014,12/19/2021 10:41,0.55,low
1015,12/19/2021 15:10,0.8,high
1016,12/19/2021 22:26,0.2,low
1017,12/20/2021 5:33,0.94,high
1018,12/20/2021 11:27,0.54,low
1019,12/20/2021 15:56,0.81,high
1020,12/20/2021 23:08,0.19,low
1021,12/21/2021 6:13,0.96,high
1022,12/21/2021 12:06,0.52,low
1023,12/21/2021 16:41,0.83,high
1024,12/21/2021 23:49,0.19,low
1025,12/22/2021 6:51,0.96,high
1026,12/22/2021 12:42,0.5,low
1027,12/22/2021 17:24,0.83,high
1028,12/23/2021 0:28,0.19,low
1029,12/23/2021 7:24,0.95,high
1030,12/23/2021 13:17,0.48,low
1031,12/23/2021 18:08,0.84,high
1032,12/24/2021 1:04,0.21,low
1033,12/24/2021 7:54,0.94,high
1034,12/24/2021 13:51,0.46,low
1035,12/24/2021 18:52,0.83,high
1036,12/25/2021 1:37,0.22,low
1037,12/25/2021 8:23,0.93,high
1038,12/25/2021 14:23,0.45,low
1039,12/25/2021 19:36,0.82,high
1040,12/26/2021 2:09,0.24,low
1041,12/26/2021 8:51,0.92,high
1042,12/26/2021 14:58,0.43,low
1043,12/26/2021 20:24,0.82,high
1044,12/27/2021 2:41,0.27,low
1045,12/27/2021 9:20,0.91,high
1046,12/27/2021 15:36,0.4,low
1047,12/27/2021 21:15,0.81,high
1048,12/28/2021 3:17,0.31,low
1049,12/28/2021 9:51,0.91,high
1050,12/28/2021 16:19,0.36,low
1051,12/28/2021 22:10,0.8,high
1052,12/29/2021 3:58,0.36,low
1053,12/29/2021 10:24,0.91,high
1054,12/29/2021 17:06,0.32,low
1055,12/29/2021 23:11,0.8,high
1056,12/30/2021 4:47,0.43,low
1057,12/30/2021 11:03,0.9,high
1058,12/30/2021 18:01,0.27,low
1059,12/31/2021 0:25,0.8,high
1060,12/31/2021 5:48,0.51,low
1061,12/31/2021 11:49,0.89,high
1062,12/31/2021 19:03,0.23,low
